,Onshore/Offshore,Hydrocarbon type,Reservoir status,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,STRIKE-SLIP,TRANSPRESSION,BASEMENT-I,GRAVITY,EXTENSION,EVAPORITE,COMPRESSION,INVERSION,EROSION,LINKED,DIAPIR,SYNSEDIMENTATION,SHALE,TRANSTENSION,REACTIVATION,UPLIFT,WRENCH,SALT,PASSIVE MARGIN,THRUST,RIFT,INTRACRATONIC,FORELAND,DELTA,SUB-THRUST,SUB-SALT,BACKARC,,FOREARC
122,1,1,4,2559.08319649699,2,1,5116.432356578822,1448.268817204301,2.3595914742451147,3678.3505995392006,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
123,1,1,6,1217.5396825396826,3,1,5124.328845970887,1422.7318548387098,2.3595914742451147,2886.4315914312115,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
124,1,3,3,836.9157088122605,8,5,4578.808914470555,1347.483870967742,11.702397868561278,3749.825002159997,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
125,0,5,9,92.05134099616858,1,2,1.2025972790410047,1488.0,6.142895204262876,3552.671663111116,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
126,0,1,1,3000.024630541872,1,1,3743.4421558367426,1248.5006720430108,0.046980461811722794,816.6702444463408,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
127,1,3,2,2351.7487684729062,3,9,3285.734991913234,1345.581317204301,11.702397868561278,3744.0073999968004,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
128,1,1,6,2612.2851669403394,5,3,4792.187660546095,1203.1209677419354,11.702397868561278,3730.0316666311114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
129,1,1,6,203.9655172413793,5,2,5018.23998668062,1370.4193548387098,13.027442273534636,3732.0265999712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
130,1,1,6,2029.735741652983,18,15,4025.382979735515,1132.260752688172,24.665097690941383,3734.4212239783674,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
131,0,1,1,2454.3212917350847,1,1,4882.368994386833,1294.720430107527,0.046980461811722794,816.6702444463408,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
132,0,1,3,455.119978106185,15,1,4650.022309960993,1328.518817204301,0.6118117229129659,1350.0042000010667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
133,1,3,4,725.848385331144,2,1,4394.031062696223,1315.323252688172,0.9421847246891648,3334.2172503836664,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
134,1,1,4,7681.896989600438,2,1,4988.96779564266,1372.33938172043,0.0007992895204262726,3285.364979520027,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
135,0,1,3,259.6168582375479,9,1,4229.19041956046,844.5168010752689,2.3595914742451147,3360.6716524444632,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
136,1,3,3,3458.7455938697317,2,1,3948.7356578822187,738.1075268817204,0.12158081705150996,3119.044961280052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
137,1,4,2,198.03229337712096,2,2,4959.781229188469,1346.5324260752689,6.142895204262876,3488.722060377253,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
138,1,1,3,1385.808866995074,2,1,843.5220721149273,753.6834677419355,0.7354351687388979,3385.3300542332613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
139,1,3,4,358.631636562671,3,10,4578.808914470555,1420.77688172043,9.26545293072824,3749.8050026666633,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
140,1,1,3,0.24181718664477286,1,1,2271.9970031395683,1185.2043010752689,2.3595914742451147,3504.1716611111187,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
141,1,1,6,23.669950738916256,5,2,5018.23998668062,1418.823252688172,13.027442273534636,3506.1052611996515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
142,0,1,2,5099.137931034483,1,6,3134.1303872133954,1008.4845430107526,0.1642095914742449,3174.0049680000425,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
143,1,1,3,991.8007662835249,13,1,5096.717771858053,1444.3252688172042,11.445914742451155,3630.964998720002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
144,0,1,3,850.2866995073891,8,1,5012.378698506327,1328.518817204301,0.046980461811722794,3591.7116643911145,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
145,1,1,6,2559.08319649699,2,1,5165.885310626963,1442.3555107526881,0.0043516873889876025,600.0032000024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
146,0,1,8,1399.0831964969896,11,11,4303.069213205214,1185.2043010752689,0.0007992895204262726,3746.5058166655776,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
147,1,3,7,4.035467980295566,5,3,1894.6209209399676,731.0813172043011,10.448401420959145,3700.171666444445,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
148,1,1,3,1635.2736726874657,9,1,4485.944296451336,1114.8817204301076,13.027442273534636,3552.671663111116,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
149,1,3,9,2886.505199781062,4,1,4863.111074112834,1391.6135752688172,5.244138543516873,3740.0116666577783,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
150,1,1,6,4187.654625068418,5,3,4485.944296451336,1294.720430107527,13.027442273534636,3740.0116666577783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
151,1,3,3,59.94526546250684,9,1,967.991675387689,471.93817204301075,5.244138543516873,3748.8050959998723,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
152,0,1,3,2309.32118226601,9,2,4805.565645514223,1328.518817204301,9.26545293072824,3748.405170666439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
153,1,1,3,3667.3173508483856,2,1,5131.243268956331,1452.217741935484,0.1642095914742449,416.66944444740744,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
154,1,1,4,254.584017515052,8,1,4672.624916753877,1114.8817204301076,4.4164298401420945,3710.111666524445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
155,1,1,8,2667.1150519978105,1,1,741.822899819237,1330.4092741935483,2.9741563055062157,3548.7793963008053,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
156,1,1,2,4187.654625068418,9,1,4000.9152792312816,1488.0,1.8160746003552393,3266.671644444474,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
157,1,3,1,2361.9074986316364,3,3,5061.3274188944915,1334.1942204301076,17.42886323268206,3748.465158106456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
158,1,1,8,556.6529830322934,8,1,5033.886832841785,1364.6673387096773,6.618916518650088,3622.70410253453,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
159,1,1,6,1502.6847290640394,3,3,5136.184996670155,1389.6801075268818,10.448401420959145,3744.407090663879,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
160,1,1,2,3550.413245758073,8,1,3576.5503282275713,743.752688172043,1.8160746003552393,3294.7316470311375,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
161,1,1,3,1.3978106185002737,13,1,4573.210208353154,1132.260752688172,4.4164298401420945,2816.6715777778963,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
162,0,1,3,457.8024083196497,1,1,2977.067881267244,656.010752688172,3.6597690941385426,2992.6716097778535,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
163,0,1,3,108.37712096332785,8,1,5057.402768528209,1370.4193548387098,3.6597690941385426,150.0018000042667,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
164,1,1,2,838.7327859879584,2,1,5037.802349919132,1454.1942204301076,7.1126998223801055,3741.409930660092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
165,1,4,3,11.562671045429665,1,2,3828.3151460374847,656.010752688172,5.244138543516873,3723.0535999352,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
166,1,1,11,2454.3212917350847,3,3,5128.279373989154,1424.6881720430108,2.3595914742451147,3743.008266662311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
167,1,1,11,241.4039408866995,2,2,4449.064836837599,964.5188172043011,0.9421847246891648,3710.111666524445,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
168,0,3,3,546.8226600985222,5,1,3862.5307297117306,566.3467741935484,10.448401420959145,3749.005066666578,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
169,1,1,3,4603.746579091407,1,2,4932.61768623347,1381.9596774193549,4.4164298401420945,816.6702444463408,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
170,1,3,3,1492.1580733442802,8,3,5092.779421558367,1372.33938172043,5.244138543516873,3628.997265343646,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
171,1,1,10,232.70541871921182,2,1,2977.067881267244,1221.1720430107528,2.9741563055062157,3742.8084559953923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
172,1,1,7,4156.567487684729,10,1,4767.392303301303,1294.720430107527,0.3524866785079926,2816.6715777778963,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
173,1,1,6,4153.869731800766,8,3,4578.808914470555,1294.720430107527,7.1126998223801055,3680.3316662311117,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
174,1,4,2,144.0185002736727,2,1,3871.1084102368945,1213.9354838709678,11.702397868561278,3734.0220666439113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
175,1,3,3,1324.9524904214559,12,1,1662.0645514223195,1160.3467741935483,20.718383658969806,3749.985000026666,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
176,1,1,3,7244.469074986317,1,1,4123.999667015508,1114.8817204301076,1.666873889875667,150.0018000042667,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
177,1,3,9,95.70060207991243,13,1,2487.26862334697,1252.1673387096773,4.4164298401420945,3694.2140663879118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
178,0,1,12,478.6295566502463,5,3,5195.671249167539,1428.6048387096773,8.15355239786856,3644.7540656679125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
179,1,1,6,147.3015873015873,2,1,4672.624916753877,1474.032930107527,10.448401420959145,3710.111666524445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
180,1,1,6,4.035467980295566,4,3,2968.0430501379506,1155.054435483871,25.610035523978684,3747.6053839994884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
181,1,3,4,195.0985221674877,2,1,4963.667824184188,1283.5510752688172,1.4324156305506206,3319.1473824768236,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
182,1,1,4,522.6299945265463,9,1,4796.008039197031,1246.6693548387098,0.6118117229129659,1410.6709191121079,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
183,1,1,3,714.616858237548,2,2,4035.891970316811,1114.8817204301076,1.570959147424511,3552.671663111116,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
184,0,3,8,498.9846743295019,9,1,3973.0435258300827,935.752688172043,8.50163055062167,3209.0612385916816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
185,1,1,6,4187.654625068418,2,6,5116.432356578822,1480.010752688172,0.3524866785079926,3417.711656391125,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
186,1,1,3,5099.137931034483,9,1,4257.945057558748,1244.83938172043,0.3524866785079926,1472.670969778707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
187,0,4,8,3255.085823754789,9,1,3743.4421558367426,804.3252688172043,0.6118117229129659,816.6702444463408,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
188,1,1,2,455.5665024630542,2,6,5028.016411378556,1397.4220430107528,9.26545293072824,3720.06499992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
189,1,1,4,95.70060207991243,19,1,2271.9970031395683,230.7768817204301,13.027442273534636,3740.0116666577783,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
190,1,1,6,1037.793212917351,2,1,4485.944296451336,1418.823252688172,1.3436056838365893,2646.0048720001705,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
191,1,1,6,2820.5556650246303,2,1,4719.8896869945775,1401.3010752688172,0.3524866785079926,443.762848322869,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
192,0,1,7,23.669950738916256,8,1,4672.624916753877,1257.6774193548388,7.1126998223801055,3552.671663111116,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
193,1,1,3,3143.8293377120963,8,1,3471.7367044049092,1440.3870967741937,5.244138543516873,3607.3873981568026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
196,1,1,4,67.4575807334428,3,2,5018.23998668062,1448.268817204301,17.42886323268206,3748.0052666663114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
197,1,1,1,51.36562671045429,2,6,4969.500570830559,1399.3608870967741,3.6597690941385426,2480.671492444677,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
198,1,1,5,2886.505199781062,3,1,4767.392303301303,1276.1317204301076,4.4164298401420945,3456.0049920000106,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
199,0,1,3,51.816529830322935,8,1,4436.192988297974,982.3125,3.6597690941385426,2320.6714391114147,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
200,0,1,1,1375.7006020799124,2,1,5161.920321567881,1416.8709677419354,0.12158081705150996,1290.6708124455836,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
201,0,1,1,275.01094690749864,1,1,5233.523023499191,1332.3010752688172,4.4164298401420945,3706.1340664945783,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
202,1,1,2,2390.4684181718662,9,1,324.791599276948,1197.7318548387098,0.3524866785079926,2957.044937280084,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
203,1,1,8,3244.349863163656,2,2,4911.327228617639,1266.8877688172042,7.1126998223801055,3730.0316666311114,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
204,0,1,3,1231.4522167487685,2,2,4035.891970316811,980.6881720430108,0.3524866785079926,2320.6714391114147,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
205,0,1,3,5833.607006020799,1,1,2016.6074112834174,870.3252688172043,0.0007992895204262726,2730.6715591112547,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
206,1,1,3,1276.6529830322934,11,1,3445.7768528208544,471.93817204301075,17.42886323268206,3740.0116666577783,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
207,1,1,4,3414.584017515052,2,6,2902.279564266007,232.3548387096774,0.6118117229129659,2016.6713111115853,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
208,1,4,3,487.3672687465791,5,12,5088.842593473504,1436.4543010752689,11.702397868561278,3749.005066666578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
209,1,1,6,213.3350848385331,4,3,3809.561459423461,823.554435483871,22.113765541740673,3739.1129206561063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
210,1,3,9,336.39945265462507,9,1,2053.9454381124538,756.5329301075269,4.4164298401420945,3456.0049920000106,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
211,0,1,3,8181.283524904215,1,1,39.47868899248407,795.5268817204301,0.3524866785079926,2816.6715777778963,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
212,0,3,1,3213.4344827586206,1,1,4018.384597088764,935.752688172043,0.3524866785079926,3575.4841678944426,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
213,1,1,2,2852.8762999452656,3,2,4738.862191989345,1460.1317204301076,6.142895204262876,3730.0316666311114,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
214,1,1,10,112.77777777777777,1,1,4672.624916753877,1185.2043010752689,8.15355239786856,3680.3316662311117,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
215,0,1,8,29.033935413245757,1,1,4485.944296451336,1030.002688172043,0.5265541740674959,2320.6714391114147,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
216,1,1,6,1527.1182266009853,2,1,4672.624916753877,1483.7630204301079,9.26545293072824,3736.0180666492442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
217,1,1,11,1217.5396825396826,5,3,2977.067881267244,795.5268817204301,20.718383658969806,3749.2050426666096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
218,1,1,3,177.1192118226601,2,1,5175.804442964513,1458.1512096774193,8.15355239786856,3710.111666524445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
219,1,1,8,1533.6671045429666,8,1,4123.999667015508,1389.6801075268818,3.6597690941385426,2016.6713111115853,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
220,0,1,3,388.1432950191571,8,1,4723.681143563886,1167.4220430107528,1.3436056838365893,3082.671623111169,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
221,0,1,3,232.70541871921182,2,1,4983.123632385121,1248.5006720430108,2.3595914742451147,1734.0044880006828,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
222,1,1,3,282.3465790914067,2,1,5152.014508610027,1450.2426075268818,2.3595914742451147,3417.711656391125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
223,1,4,3,612.2851669403393,7,3,4672.624916753877,1370.4193548387098,11.702397868561278,3552.671663111116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
224,0,4,8,4093.4017515051996,1,1,655.1004186090762,1257.6774193548388,1.3436056838365893,3436.8316575644567,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
225,0,1,2,65.74986316365627,1,1,4123.999667015508,1281.6942204301076,0.2885435168738902,2816.6715777778963,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
226,1,1,2,54.87290640394089,20,16,4317.559176101227,1125.2930107526881,8.479662522202487,3742.8284368220843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
227,1,1,6,89.65790914066775,8,2,5106.570307297117,1434.4899193548388,9.26545293072824,3360.6716524444632,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
229,1,4,1,3269.4280240831963,21,1,3948.7356578822187,724.0887096774194,13.027442273534636,3736.0180666492442,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
230,1,1,6,4061.333442802408,1,2,4193.3841213966325,1252.1673387096773,1.8160746003552393,3674.3900661532452,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
231,1,1,6,346.4522167487685,13,1,4830.459946722482,1328.518817204301,8.15355239786856,3494.5116606577863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
232,1,1,4,7060.422660098522,1,4,2828.4426315288747,1294.720430107527,0.12158081705150996,2016.6713111115853,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
233,0,1,8,2954.354132457581,1,1,3535.4219864903434,1053.4301075268818,1.1340142095914738,397.5603259262321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
234,0,1,8,460.04378762999454,2,2,4236.369945771097,1276.1317204301076,0.9421847246891648,3720.06499992,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
235,1,1,3,4292.571866447728,9,1,4963.667824184188,1422.7318548387098,0.12158081705150996,416.6627777896295,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
236,0,1,2,16.226053639846743,11,11,3777.2771858053466,669.3575268817204,1.8160746003552393,3748.8050959998723,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
237,0,3,9,148.57416529830323,13,1,1662.0645514223195,1013.4301075268817,5.244138543516873,2480.671492444677,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
238,1,1,3,2413.0295566502464,2,11,4578.808914470555,948.483870967742,0.0007992895204262726,3740.0116666577783,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
239,1,1,6,4603.746579091407,5,1,5161.920321567881,1438.4200268817203,1.8160746003552393,3714.0913998848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
240,1,1,6,1184.904214559387,9,1,3853.9625630292076,1326.6297043010752,7.52051509769094,3728.037266623645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
241,0,3,3,100.88669950738917,5,1,4532.257682427932,841.5060483870968,5.244138543516873,3646.7260657052457,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
242,0,1,2,420.53639846743295,9,1,4294.025354390638,1257.6774193548388,2.3595914742451147,1232.670756445658,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
243,1,1,6,2016.5587301587302,9,1,1855.20050423366,1347.483870967742,0.9421847246891648,3082.671623111169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
244,1,1,3,31.685166940339354,3,3,4366.642612501189,1440.3870967741937,7.1126998223801055,3690.2449996800005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
245,1,1,3,1446.43951833607,10,1,4256.145038531063,1134.0060483870968,9.26545293072824,3734.0220666439113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
246,1,1,2,4093.4017515051996,9,1,1433.218580534678,560.1942204301075,19.038099467140317,3749.8050026666633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
